Customer_ID,Age,Annual_Income,Loan_Amount,Debt_Ratio,Monthly_Income,Number_of_Open_Credit_Lines,Number_of_Late_Payments,Credit_Utilization_%,Defaults
15911,58,55788,11879,0.37,1898,14,3,62.06,0
15912,38,140754,32955,0.23,5597,5,9,11.33,0
15913,25,109973,14078,0.11,9569,2,3,49.78,0
15914,49,46240,5590,0.33,1515,3,9,80.78,0
15915,59,130988,11910,0.81,5874,5,5,69.72,0
15916,54,30922,45895,0.53,6970,11,9,61.52,1
15917,63,133690,32976,0.61,8013,7,3,72.69,0
15918,65,84198,22574,0.84,3076,4,6,86.59,1
15919,43,78739,41652,0.51,10069,11,1,86.46,0
15920,25,93602,23716,0.77,6674,6,6,51.04,0
15921,50,32089,34430,0.36,6985,9,2,37.7,0
15922,26,52600,9199,0.88,11071,10,7,42.97,0
15923,66,66176,34436,0.16,7415,7,4,56.92,0
15924,64,28167,28740,0.68,10445,3,8,18.04,1
15925,24,98352,10477,0.63,2807,11,3,63.19,0
15926,49,41164,1160,0.25,11350,5,4,50.79,0
15927,43,105965,44358,0.41,6032,9,0,78.3,0
15928,26,145540,45205,0.35,8606,5,2,34.65,0
15929,52,120537,7460,0.18,7413,3,3,15.97,0
15930,62,51415,17401,0.57,6274,8,8,90.51,1
15931,38,93653,36301,0.89,7714,7,7,16.13,0
15932,35,132854,23894,0.55,1553,12,1,93.46,0
15933,60,146202,38214,0.54,11752,5,5,54.77,0
15934,52,91895,46927,0.13,6995,5,3,15.07,0
15935,29,99900,39322,0.21,5142,1,4,21.33,0
15936,57,122501,49036,0.51,1579,8,9,57.97,0
15937,30,114330,44277,0.89,7464,6,8,11.42,0
15938,40,95829,3918,0.8,7109,5,3,92.36,0
15939,26,78650,47147,0.37,8703,13,4,81.66,0
15940,68,78981,26629,0.53,8923,7,6,55.41,0
15941,23,94868,17699,0.54,1785,2,6,93.36,0
15942,62,20615,47900,0.65,11268,3,5,33.38,0
15943,31,65612,8069,0.65,10635,9,2,86.81,0
15944,63,97937,42279,0.73,9463,5,0,82.46,1
15945,37,149878,40190,0.12,9466,6,8,62.36,0
15946,52,136254,5527,0.85,1727,8,5,38.7,0
15947,24,149699,20099,0.16,3476,14,2,60.25,0
15948,24,61936,16622,0.48,3718,3,0,96.15,0
15949,37,49372,27281,0.84,11212,1,5,17.61,0
15950,61,127812,40433,0.49,4816,14,2,28.09,0
15951,39,133858,40875,0.15,3484,13,0,67.95,0
15952,25,87875,16531,0.28,4964,4,4,71.06,0
15953,52,101782,6132,0.56,11442,14,0,24.8,1
15954,42,81700,30396,0.17,5223,2,2,82.57,1
15955,26,28109,44239,0.44,3845,9,2,93.56,0
15956,55,43758,42430,0.36,8100,4,5,17.17,0
15957,42,108627,28807,0.75,2960,9,3,97.68,0
15958,21,128592,40550,0.19,9013,7,7,35.31,0
15959,40,33317,28196,0.65,6073,7,2,37.8,0
15960,42,102298,16993,0.43,2708,1,7,14.04,0
15961,68,89001,26958,0.57,5295,2,6,54.77,0
15962,31,140693,48358,0.26,4008,7,1,95.93,0
15963,33,71423,40513,0.59,3167,12,7,24.49,0
15964,62,45622,39402,0.64,11188,5,0,61.92,1
15965,23,135695,46335,0.16,9239,7,8,34.7,0
15966,29,26800,40028,0.76,8039,3,6,11.68,1
15967,32,134797,15945,0.79,11123,8,5,98.84,1
15968,43,55539,18569,0.15,8503,4,7,74.46,0
15969,34,122187,24379,0.58,11612,8,8,76.19,0
15970,53,22600,39877,0.58,10621,6,7,69.67,0
15971,38,91054,23825,0.11,8177,9,5,22.94,0
15972,69,105163,1915,0.37,4912,6,3,28.6,0
15973,61,135693,24848,0.88,9206,4,8,44.71,0
15974,29,49369,14669,0.54,11632,3,7,99.59,0
15975,43,116981,10875,0.85,5809,14,7,70.53,1
15976,30,36689,15853,0.64,8040,4,2,49.81,0
15977,39,101459,3425,0.12,10283,11,9,53.63,0
15978,67,58469,33440,0.16,1865,7,8,93,0
15979,25,115939,34193,0.68,7411,8,6,27.68,1
15980,67,20958,35555,0.54,3721,2,0,38.88,0
15981,43,143833,36352,0.2,1772,9,1,43.38,0
15982,50,139958,38416,0.59,5121,7,1,90.79,0
15983,45,125899,17552,0.75,5142,7,0,79.91,1
15984,48,80012,34282,0.7,6085,13,0,63.17,0
15985,54,89074,37203,0.3,2101,12,3,38.33,0
15986,65,80021,38293,0.31,10303,10,6,28.2,0
15987,68,108940,20000,0.87,8978,14,5,39.77,0
15988,67,70782,31802,0.81,1826,4,6,93.65,1
15989,45,95519,11569,0.35,11398,7,7,91.92,0
15990,30,120907,26266,0.76,5761,2,7,47.98,0
15991,34,79315,4204,0.23,4427,11,2,39.3,0
15992,62,44642,8765,0.26,3608,10,6,89.61,0
15993,66,99003,11696,0.24,3464,14,5,50.16,0
15994,50,143714,25928,0.17,10901,14,7,13.48,0
15995,61,20205,49910,0.78,5959,3,2,41.12,0
15996,45,112945,15679,0.56,10715,2,8,64.66,1
15997,34,32442,34885,0.31,6801,12,4,95.01,0
15998,55,111826,35173,0.78,3254,5,1,48.21,1
15999,68,111644,45899,0.74,3581,1,3,31.61,0
16000,54,25691,48865,0.18,7781,14,6,44.6,1
16001,30,58909,39182,0.62,9365,13,0,15.14,0
16002,55,137833,40109,0.68,11577,2,0,90.9,0
16003,31,39504,5174,0.67,3575,11,8,13.01,0
16004,31,84270,18061,0.68,5528,6,2,10.09,0
16005,41,115698,42510,0.24,5701,6,0,65.27,1
16006,41,125032,26395,0.35,11514,12,6,23.86,1
16007,42,78051,1213,0.78,2756,8,6,36.65,0
16008,65,58798,35434,0.82,9887,9,1,54.19,0
16009,27,69330,14276,0.32,7470,9,7,81.29,0
16010,37,107087,10085,0.12,5797,7,2,44.88,1
16011,22,98919,46036,0.79,3656,12,2,96.14,1
16012,32,102032,29481,0.4,7357,10,4,50.79,0
16013,62,61716,32276,0.36,1540,1,1,92.8,0
16014,38,94624,25597,0.38,10373,4,3,50.71,1
16015,31,66982,23244,0.43,4359,7,1,56.45,0
16016,36,47444,31601,0.4,3962,2,8,96.23,1
16017,69,44734,35029,0.55,3537,12,5,70.74,0
16018,38,61745,22264,0.16,3174,9,0,23.44,0
16019,55,54571,14890,0.88,1863,13,8,63.87,0
16020,46,111951,47312,0.85,4018,1,7,30.27,0
16021,36,35389,43852,0.85,10191,9,1,37.87,0
16022,26,113280,48907,0.8,4553,7,2,85.43,0
16023,64,104218,22058,0.63,3970,13,6,71.39,1
16024,63,65038,17121,0.28,2078,10,3,35.82,0
16025,67,119846,38964,0.14,9527,6,7,10.42,1
16026,67,92795,38352,0.18,7342,14,0,57.81,0
16027,68,65168,6021,0.36,2757,12,9,32.52,0
16028,62,98082,23614,0.5,8135,7,3,12.55,0
16029,32,87690,43950,0.89,4472,2,0,15.7,0
16030,33,94302,46277,0.45,6541,10,6,70.59,1
16031,24,134053,44420,0.52,8174,12,8,47.29,0
16032,59,31230,3631,0.66,5485,2,0,33.62,0
16033,22,103301,7345,0.24,4488,14,7,89.17,0
16034,46,25902,41864,0.85,3024,3,9,84.26,1
16035,47,86758,48674,0.52,7987,6,5,51.96,0
16036,47,47050,27844,0.32,7339,1,5,34.8,0
16037,35,119805,7300,0.85,9943,11,7,55.65,1
16038,28,94586,39612,0.6,7172,4,0,77.76,0
16039,27,134512,19560,0.49,1881,8,8,10.97,0
16040,67,89110,6362,0.56,3304,8,5,65.13,0
16041,66,122033,9097,0.7,3487,14,2,73.91,0
16042,60,96693,6599,0.22,6718,5,0,83.51,0
16043,32,142428,26452,0.79,4142,7,3,29.5,0
16044,33,39575,48373,0.87,1523,5,4,28.31,0
16045,63,78940,5258,0.55,1852,4,3,29.42,1
16046,37,60244,26530,0.65,7716,6,6,93.83,1
16047,37,103481,7640,0.79,5588,14,5,22.69,0
16048,56,34962,38056,0.4,2270,8,9,78.82,0
16049,41,120826,18261,0.89,6253,12,4,98.81,0
16050,28,145479,38827,0.64,7069,10,2,95.17,0
16051,25,120695,16141,0.44,3247,1,8,46.89,0
16052,46,137363,27752,0.64,10742,3,2,85.54,0
16053,36,136871,24548,0.52,6975,4,2,70.31,0
16054,56,110388,36368,0.19,2121,5,2,88.16,0
16055,48,116220,16902,0.74,1518,1,7,24.5,0
16056,49,130378,28683,0.55,10485,9,1,78.84,1
16057,67,97332,19792,0.74,4841,8,3,62.79,0
16058,32,44450,38628,0.22,9226,2,7,58.61,0
16059,57,120382,43933,0.53,3402,5,0,75.6,0
16060,50,73494,3334,0.71,6137,9,2,34.58,0
16061,43,147386,1767,0.89,3440,13,3,16.71,1
16062,36,65037,32644,0.81,2706,3,5,55.19,0
16063,34,132666,27992,0.79,9337,5,1,37.19,0
16064,30,147048,30570,0.3,5580,9,6,33.08,0
16065,27,103040,12737,0.77,1664,6,2,99.87,0
16066,65,131264,14372,0.24,8452,13,7,27.81,0
16067,57,50041,27885,0.26,2711,5,1,31.2,0
16068,49,30715,21590,0.19,4659,8,8,40.05,0
16069,23,41803,40853,0.79,11173,14,3,54.73,0
16070,35,88906,1744,0.19,2995,5,7,88.22,0
16071,56,81726,28158,0.21,11484,9,3,25.88,0
16072,67,21908,21558,0.3,3919,11,5,65.44,0
16073,66,138208,33259,0.56,9470,13,7,43.17,0
16074,39,57075,22450,0.8,9184,3,4,81.72,0
16075,33,84587,37929,0.43,10056,1,5,64.17,0
16076,62,73648,47589,0.54,8704,4,1,81.56,0
16077,41,41134,10586,0.23,5714,7,3,86.96,1
16078,57,129601,1286,0.31,1908,13,4,92.09,0
16079,47,135185,4247,0.21,1862,3,0,99.61,1
16080,49,76143,32974,0.43,4940,13,6,65.7,0
16081,40,89123,44562,0.57,6772,10,5,67.38,0
16082,45,115559,6099,0.33,5918,8,3,22.65,0
16083,26,65153,17387,0.78,2257,2,3,19.46,0
16084,56,22413,49829,0.88,9391,9,2,53.89,0
16085,22,138488,23319,0.2,9145,14,0,72.43,0
16086,42,110574,1411,0.11,10139,3,5,32.34,0
16087,52,42555,21729,0.73,4251,11,4,39.44,0
16088,36,30952,21111,0.25,3291,14,5,73.01,0
16089,38,88993,47566,0.38,8622,6,9,29.05,0
16090,25,94000,16704,0.42,3889,7,0,56.92,0
16091,56,141657,11109,0.83,6886,5,1,58.48,0
16092,50,86686,2356,0.63,9554,10,6,92.53,1
16093,65,132841,32172,0.13,9005,13,8,46.2,0
16094,39,52264,9349,0.11,9082,5,5,28.95,0
16095,43,125758,18984,0.26,1790,14,5,25.65,0
16096,54,67553,28460,0.35,9863,1,4,36.38,0
16097,33,74359,39474,0.49,1800,4,4,35.1,0
16098,63,129885,45449,0.77,9615,1,5,77.52,1
16099,49,118322,8196,0.35,8932,9,1,63.44,0
16100,56,29808,22457,0.4,4666,9,9,71.42,0
16101,42,72330,14549,0.36,11996,5,5,66.73,1
16102,67,134672,10821,0.11,3246,5,3,53.31,0
16103,56,58345,36564,0.86,10206,13,2,93.54,1
16104,29,89617,12073,0.21,10370,5,6,83.57,0
16105,59,59222,8282,0.33,6507,7,4,28.97,0
16106,39,77755,40719,0.2,11944,6,9,48.13,0
16107,58,28933,20189,0.49,1843,2,2,35.91,0
16108,26,88207,37848,0.85,1528,11,7,77.11,1
16109,67,63739,45430,0.18,11844,10,4,41,0
16110,35,67738,10247,0.45,8736,3,2,67.62,1
16111,40,116753,11771,0.12,1606,5,8,36.3,0
16112,29,124691,44725,0.72,7311,7,1,25.45,0
16113,52,125137,23234,0.61,7283,2,2,10.83,0
16114,24,104544,24746,0.66,4860,11,2,99.52,0
16115,38,41883,35096,0.48,1989,4,0,29.76,0
16116,25,118818,13236,0.83,5260,1,6,84.9,1
16117,40,118510,36921,0.43,9648,7,5,83.99,0
16118,43,119251,25576,0.51,9969,11,5,31.24,0
16119,31,63401,1166,0.66,5576,14,5,47.41,0
16120,57,35380,15652,0.52,7459,2,6,85.25,0
16121,42,38212,20638,0.25,11065,8,5,72.08,0
16122,24,48174,22444,0.35,10319,10,8,43.29,0
16123,49,26861,16233,0.17,4195,12,4,95.42,1
16124,64,26094,2885,0.45,10862,11,0,40.81,0
16125,54,124649,31364,0.59,2177,1,0,29.09,0
16126,33,71319,15708,0.19,7311,2,0,23.2,0
16127,62,66728,41297,0.6,4901,8,1,73.12,1
16128,29,44363,34667,0.81,3942,5,3,12.61,0
16129,62,107846,36016,0.37,2054,14,5,86.13,1
16130,51,59300,45223,0.28,10494,5,6,37.38,0
16131,27,74808,4412,0.81,2662,11,4,43.28,0
16132,24,25943,12769,0.65,1923,7,6,82.16,1
16133,39,100105,16947,0.18,10968,14,1,83.28,0
16134,62,62616,44147,0.43,10107,4,5,46,0
16135,50,94329,7449,0.64,3505,9,2,59.84,0
16136,51,123743,43179,0.56,4363,3,8,71.13,0
16137,55,45287,36900,0.59,3512,8,9,71.97,0
16138,41,147957,41923,0.55,11522,3,9,58.06,0
16139,51,53971,9136,0.74,5809,8,3,85.97,0
16140,39,76152,34127,0.36,8081,14,4,85.73,0
16141,51,62351,7450,0.67,9147,1,4,86.39,0
16142,52,132715,43999,0.89,8515,10,1,34.14,0
16143,22,80040,25031,0.41,5371,13,3,33.12,0
16144,30,116905,32052,0.73,8249,10,6,22.58,0
16145,22,108559,12346,0.3,7511,7,1,84.38,0
16146,22,142377,15852,0.33,3117,12,4,15.46,0
16147,44,80616,8067,0.85,3143,1,4,22.18,0
16148,37,131421,32485,0.12,7198,2,4,93.36,0
16149,52,43897,10689,0.27,11495,11,6,21.26,0
16150,36,43010,18801,0.49,2453,11,9,20.92,1
16151,36,60154,41535,0.42,6925,12,6,91.82,0
16152,66,121435,25272,0.6,10874,12,7,37.91,0
16153,59,141822,4763,0.25,5747,1,0,89.33,0
16154,51,40114,40696,0.16,8537,10,2,43.99,1
16155,63,39050,31075,0.4,2408,3,0,43.63,0
16156,44,135237,29692,0.52,7639,9,6,22.17,0
16157,21,41125,27549,0.55,8099,1,4,92.68,0
16158,31,114094,1878,0.58,5929,3,1,78.55,0
16159,41,70396,29848,0.54,10154,2,9,30.31,0
16160,24,64846,31741,0.3,11184,5,1,75.5,0
16161,27,40396,20268,0.71,7466,12,6,19.33,0
16162,46,112661,11787,0.17,10741,7,4,57.14,0
16163,67,146084,42620,0.26,6034,6,3,32.88,0
16164,32,143725,32671,0.69,7740,10,7,86.55,1
16165,51,108116,12336,0.32,5989,5,2,56,1
16166,37,139233,28738,0.49,5038,13,2,92.91,0
16167,53,58973,14487,0.36,9958,3,7,62.66,0
16168,31,43574,41139,0.51,7518,13,1,55.36,0
16169,48,110155,35037,0.38,11250,7,2,72.45,0
16170,52,149843,13898,0.9,6817,12,3,80.56,0
16171,21,33869,18678,0.39,8708,9,9,11.37,0
16172,67,86194,44051,0.6,11860,2,2,57.01,0
16173,48,82167,19141,0.81,8068,6,7,79.81,1
16174,62,76147,11156,0.61,11576,12,5,46.67,0
16175,27,132686,25160,0.55,8922,5,2,14.06,0
16176,22,32122,13835,0.56,5039,9,6,11.58,0
16177,62,63827,10383,0.5,4366,8,3,81.45,0
16178,44,33335,40346,0.75,5778,9,2,27.83,0
16179,24,140464,25564,0.14,4046,7,1,25.74,0
16180,64,83576,43013,0.81,3617,5,7,36.06,0
16181,39,41677,20225,0.57,3299,4,7,19.2,0
16182,46,48223,39484,0.78,9814,14,1,14.8,0
16183,31,49814,20946,0.11,1891,13,8,88.5,0
16184,60,145662,29280,0.8,4798,8,6,37.25,0
16185,63,103611,43782,0.2,6053,2,5,62.42,1
16186,31,63185,27295,0.68,4643,1,2,87.2,1
16187,65,96794,33700,0.43,4059,3,2,97.97,0
16188,23,116063,48888,0.64,7572,7,3,71.96,0
16189,32,95675,36536,0.6,2595,1,8,95.51,1
16190,23,62325,33609,0.23,7394,5,7,48.12,0
16191,62,60503,49509,0.51,5641,14,1,81.06,0
16192,47,39514,10751,0.32,6188,5,4,94.38,1
16193,69,76196,9928,0.55,10464,3,9,14.78,1
16194,22,40917,7142,0.69,6077,11,5,38.57,0
16195,69,74699,46955,0.17,7028,1,4,76.62,0
16196,36,114633,17257,0.51,2698,5,0,38.37,0
16197,22,70119,23650,0.59,11142,8,8,11.53,0
16198,50,103324,39181,0.34,6250,9,9,82.63,0
16199,40,45061,24212,0.86,9371,12,5,24.83,0
16200,58,29947,3190,0.52,7290,13,4,38.88,0
16201,48,101080,2002,0.25,11976,6,5,91.95,0
16202,45,105550,44945,0.19,4538,1,2,28.8,0
16203,52,100331,43882,0.53,8330,14,8,90.53,0
16204,30,52632,24038,0.4,10855,13,3,48.03,0
16205,62,39352,9094,0.25,9755,5,5,92.63,0
16206,60,43653,23451,0.12,1549,2,5,88.92,0
16207,53,87115,4752,0.55,7679,1,1,47.37,0
16208,33,117294,21521,0.58,3174,13,8,92.97,0
16209,61,63755,28768,0.21,10196,3,1,66.94,0
16210,62,124296,29410,0.58,3091,11,9,52.81,0
16211,67,118354,38206,0.86,5844,10,4,57.76,0
16212,57,91988,5427,0.88,2233,5,1,15.7,0
16213,36,57921,6556,0.81,7456,9,8,82.68,1
16214,65,79003,42300,0.75,4352,7,1,36.32,0
16215,42,100876,19772,0.27,1967,6,7,34.32,0
16216,40,66668,29063,0.23,4308,9,0,74.39,0
16217,63,75175,40760,0.46,10201,14,2,43.37,0
16218,47,67738,23709,0.6,9061,14,6,56.27,1
16219,61,73452,16319,0.78,7059,6,5,47.94,1
16220,36,88323,6383,0.29,4273,11,1,55.42,0
16221,54,66149,2233,0.48,4357,4,8,30,0
16222,52,133893,28146,0.62,4729,7,1,89.64,0
16223,46,35839,25713,0.46,4665,13,5,64.92,0
16224,45,147508,49345,0.46,7409,2,0,31.03,0
16225,22,22155,44758,0.28,3009,2,2,18.24,0
16226,32,27019,15789,0.89,5010,6,4,58.19,0
16227,60,74512,3930,0.48,1665,13,6,52.13,0
16228,29,81690,13112,0.53,5026,5,2,93.92,0
16229,32,106150,13374,0.27,11093,6,8,30.76,0
16230,46,146041,32012,0.51,5503,2,3,89.34,0
16231,29,46190,19523,0.3,7014,2,8,78.98,0
16232,30,125911,25783,0.26,2914,1,2,52.89,0
16233,52,30928,16563,0.32,11067,2,2,88.64,0
16234,54,68425,44193,0.1,4653,14,3,87.57,0
16235,68,94134,11042,0.56,8189,11,1,74.3,0
16236,40,129875,44163,0.41,9754,10,4,19.14,1
16237,59,106117,23820,0.82,4249,7,8,24.42,0
16238,22,144264,32252,0.13,5474,2,7,63.24,0
16239,21,68974,3208,0.13,5357,3,7,32.09,0
16240,56,130191,41321,0.81,11887,11,7,59.61,0
16241,44,67796,14796,0.2,11234,13,7,60.47,0
16242,47,68743,39390,0.1,5903,6,5,62.84,0
16243,22,132143,26426,0.24,9172,6,6,61.29,1
16244,51,99455,23670,0.76,3328,10,9,44.13,0
16245,34,123716,25320,0.74,9789,11,4,28.92,0
16246,22,90035,21074,0.37,11017,9,5,56.67,0
16247,49,57677,28931,0.63,9538,12,2,54.56,0
16248,35,76321,19993,0.51,4955,11,4,34.77,0
16249,32,133782,33991,0.82,9003,12,9,14.61,0
16250,57,129398,16003,0.15,4137,2,2,28.5,0
16251,48,78973,48496,0.75,3524,7,4,59.57,1
16252,40,72414,15743,0.24,6651,1,9,58.21,0
16253,59,45602,15007,0.41,4481,6,0,22.03,0
16254,44,137677,25300,0.25,10370,9,0,64.54,0
16255,41,49692,46352,0.66,2805,8,9,48.04,0
16256,30,125958,42282,0.64,4601,6,5,68.83,0
16257,66,68750,17175,0.54,11481,13,7,89.92,0
16258,34,136912,6973,0.66,8514,6,3,37.77,0
16259,57,41760,10703,0.61,8339,6,6,41.26,0
16260,38,88456,33313,0.72,7184,8,4,70.91,0
16261,44,44085,19470,0.29,5474,13,1,95.42,1
16262,34,83964,30176,0.44,8615,2,4,53.75,0
16263,54,42925,24280,0.22,4466,11,1,25.24,0
16264,32,25615,24867,0.44,6543,9,8,94.15,0
16265,42,57083,41431,0.66,4720,10,0,52.28,0
16266,26,140788,22845,0.65,2599,8,2,51.46,1
16267,56,130764,17241,0.67,6577,2,0,58.58,0
16268,65,88319,36055,0.35,5152,14,4,32.73,1
16269,56,29605,9878,0.63,6144,11,3,80.62,0
16270,42,131093,11209,0.39,11362,8,5,67.69,0
16271,34,64608,29499,0.86,7704,1,4,95.94,0
16272,36,148788,38603,0.37,4702,6,6,28.35,0
16273,56,39192,36302,0.58,10204,6,6,65.72,0
16274,45,23331,12004,0.7,10775,9,9,56.5,1
16275,52,71330,31587,0.83,6497,9,4,90.53,0
16276,53,117392,34390,0.45,8023,5,9,12.73,0
16277,65,69949,29400,0.39,3362,1,0,78.47,0
16278,56,88382,11975,0.44,7990,12,8,66.08,0
16279,40,119233,13585,0.36,9109,14,1,64.68,0
16280,38,57586,7876,0.62,11491,11,6,88.78,1
16281,58,72243,49104,0.85,5458,1,2,63.08,0
16282,23,120566,14599,0.2,5508,7,9,74.43,0
16283,43,144213,26239,0.55,3476,11,5,68.11,0
16284,52,78618,44906,0.82,10850,11,4,16.26,0
16285,65,98311,21378,0.18,7970,4,5,20.15,0
16286,36,27549,27568,0.5,11149,9,9,40.46,0
16287,25,138168,32510,0.79,2153,3,4,70.81,0
16288,24,72494,36462,0.82,6993,6,8,12.38,0
16289,41,107973,21688,0.51,7786,9,7,79.53,0
16290,60,43958,22796,0.12,5293,4,0,28.27,0
16291,34,109779,42478,0.18,8037,5,8,60.36,0
16292,59,127713,31796,0.57,10174,5,1,28.1,0
16293,51,127960,21817,0.2,8630,13,4,25.84,1
16294,34,114520,11061,0.22,3160,5,5,40.08,0
16295,26,122478,25401,0.72,2450,2,9,92.94,1
16296,32,149203,4810,0.7,10103,11,0,31.41,0
16297,36,141835,34680,0.77,1853,2,6,14.37,0
16298,37,57538,24826,0.18,3979,1,7,89.4,0
16299,65,25833,5902,0.26,5598,14,0,49.5,1
16300,43,142893,20612,0.77,8599,13,9,65.9,0
16301,34,43386,11663,0.68,5580,1,3,89.72,0
16302,27,136981,14967,0.74,5726,4,1,78.01,0
16303,66,120349,48776,0.89,2598,3,4,81.69,1
16304,52,119341,41536,0.79,2847,4,1,53.21,0
16305,35,91778,6135,0.52,3473,11,8,71.86,0
16306,64,114240,15072,0.35,2523,12,8,96.74,0
16307,37,127955,42057,0.56,5755,12,9,90.08,0
16308,61,44832,21417,0.61,7660,6,4,65.12,0
16309,67,97857,7443,0.37,11110,11,4,17.68,0
16310,64,58930,38610,0.72,5951,1,3,98.17,0
16311,54,52407,22925,0.17,2555,8,0,30.29,0
16312,25,24073,31002,0.72,4030,8,9,42.47,0
16313,65,37667,37795,0.13,11601,7,2,22.63,1
16314,47,36035,31993,0.5,3147,12,3,25,0
16315,43,26732,1260,0.79,4320,11,6,81.62,1
16316,60,75097,10127,0.17,10548,11,6,21.54,0
16317,34,23487,37978,0.51,9325,4,6,27.04,0
16318,35,120488,25843,0.23,9182,8,6,25.43,0
16319,63,77702,33840,0.82,6391,9,3,43.32,0
16320,53,146671,38879,0.77,4509,5,8,72.52,1
16321,51,114961,3921,0.85,2301,6,3,67.95,0
16322,55,132194,44413,0.8,1841,10,5,75.22,1
16323,37,105107,4888,0.69,6001,8,0,75.41,0
16324,48,49075,1177,0.25,11088,5,0,10.27,0
16325,39,127721,8426,0.34,2809,12,5,71.61,0
16326,66,91031,5495,0.5,8203,4,0,71.61,0
16327,43,104217,34037,0.57,2076,8,0,15.59,0
16328,52,34781,11047,0.73,5816,14,5,48.44,0
16329,60,59865,19039,0.28,5528,3,7,17.08,1
16330,33,28469,36301,0.2,3694,6,8,27.17,0
16331,40,65167,49707,0.49,5550,9,5,54.08,0
16332,55,144866,46114,0.23,10895,6,0,11.08,0
16333,25,101738,22366,0.65,7129,14,6,18.55,0
16334,29,39928,21745,0.56,6916,9,1,17.64,0
16335,49,96521,44082,0.69,10182,8,6,21.21,0
16336,26,59599,12353,0.15,7996,12,9,14.48,1
16337,45,36775,26080,0.87,6606,9,9,65.09,0
16338,51,86504,19788,0.1,11820,10,3,26.07,0
16339,42,95918,35969,0.36,6465,14,0,87.63,0
16340,22,90687,6659,0.64,3981,9,8,89.63,1
16341,65,46804,34921,0.14,2239,8,0,72.19,0
16342,25,129122,5161,0.17,2009,9,6,15.85,0
16343,47,52259,16503,0.16,2093,14,5,90.24,0
16344,45,145725,28003,0.57,10446,7,6,47.68,0
16345,28,106284,25982,0.82,11154,7,9,26.3,0
16346,21,105227,4478,0.54,6793,11,0,80.09,0
16347,40,117556,29620,0.58,4502,4,0,41.2,0
16348,64,63560,36129,0.38,9506,1,5,55.55,0
16349,43,47256,28172,0.11,1604,7,7,76.87,0
16350,52,26125,11160,0.12,11284,8,2,19.1,0
16351,31,24370,36214,0.81,6383,12,9,25.26,1
16352,59,24838,12931,0.18,5322,9,1,97.17,0
16353,67,134479,32170,0.9,9254,1,3,74.22,0
16354,44,77429,32190,0.23,6913,9,7,30.8,0
16355,31,23134,8601,0.64,4342,7,8,61.64,0
16356,49,130995,38819,0.86,1892,7,5,26.92,0
16357,46,63199,4517,0.39,11724,3,6,87.89,0
16358,36,97092,5802,0.69,8065,1,0,50.38,0
16359,55,144925,46158,0.38,6476,7,4,82.62,0
16360,40,53822,19759,0.34,5813,13,5,97.47,0
16361,66,113513,8850,0.26,3700,10,9,98.28,1
16362,23,40113,7744,0.76,10381,8,5,22.39,0
16363,21,83594,23773,0.31,7590,6,5,95.03,0
16364,67,116102,49185,0.33,3160,14,6,34.33,1
16365,21,22669,7248,0.9,5462,7,3,42.37,0
16366,37,69427,49196,0.36,9021,9,4,15.67,0
16367,22,101617,8136,0.44,7893,8,5,68.1,0
16368,49,32938,43285,0.89,11094,14,8,67.97,1
16369,40,25717,12800,0.4,6537,5,3,79.93,0
16370,26,97818,14417,0.39,8383,12,3,95.16,0
16371,28,67659,26305,0.76,8812,11,6,48.53,1
16372,49,127601,37735,0.35,9525,4,0,46.67,0
16373,68,84575,46129,0.29,4752,11,6,67.52,0
16374,53,99737,38719,0.44,4830,4,7,70.07,0
16375,23,36289,5002,0.66,8127,4,1,50.07,0
16376,55,44406,3332,0.13,8477,2,3,92.74,0
16377,25,142688,27149,0.4,8879,10,3,14.7,0
16378,47,116822,45228,0.38,5325,10,9,78.08,1
16379,64,32873,5375,0.3,10242,7,9,28.71,0
16380,32,145812,30458,0.62,3444,8,5,54.58,1
16381,40,102048,34453,0.33,6969,12,6,86.63,0
16382,65,114463,21272,0.59,9994,7,6,39.66,0
16383,40,43461,18352,0.5,10109,14,3,90.97,0
16384,29,40710,3033,0.27,3615,11,2,50.56,0
16385,59,105488,40843,0.31,3604,10,3,73.25,0
16386,24,33448,22645,0.24,7089,8,8,75.04,0
16387,39,35198,26343,0.15,4146,11,9,33.47,0
16388,58,93158,48415,0.6,2329,11,6,91.06,0
16389,47,126384,1645,0.64,4610,9,2,21.22,0
16390,65,87938,32775,0.23,6867,8,2,63.11,0
16391,63,70799,5121,0.59,2637,5,4,93.61,0
16392,33,121860,9112,0.89,11431,4,7,12.79,0
16393,33,114003,10271,0.16,11874,5,4,57.81,0
16394,42,54961,40204,0.49,6545,12,5,32.18,0
16395,48,63007,26212,0.69,6742,11,8,27.32,0
16396,67,85470,46285,0.14,4142,13,8,31.04,0
16397,65,72256,11292,0.72,7856,1,5,91.24,1
16398,42,40739,24481,0.88,2286,5,4,48.3,0
16399,63,104054,42060,0.17,4049,6,7,31.23,0
16400,39,78186,39354,0.76,4746,13,0,93.48,0
16401,28,46547,29493,0.4,6894,9,2,38.95,1
16402,28,114472,30475,0.22,6855,9,5,75.11,0
16403,62,105823,1868,0.49,7165,10,7,58.35,0
16404,46,138301,48370,0.16,7272,14,5,71.12,0
16405,68,126887,39682,0.52,5108,12,9,26.44,0
16406,46,71431,9213,0.12,6716,3,5,71.07,0
16407,43,45476,23739,0.68,3568,13,3,91.52,0
